date,year,month,weekday,transportation_mode,type,values,percentage_of_pre_panademic_day
12/14/2023,2023,December,Thursday,Subways,Ridership,4122091,77
12/15/2023,2023,December,Friday,Subways,Ridership,3845234,72
12/16/2023,2023,December,Saturday,Subways,Ridership,2866544,86
12/17/2023,2023,December,Sunday,Subways,Ridership,1954707,77
12/18/2023,2023,December,Monday,Subways,Ridership,3314782,62
12/19/2023,2023,December,Tuesday,Subways,Ridership,3912934,73
12/20/2023,2023,December,Wednesday,Subways,Ridership,3838407,72
12/21/2023,2023,December,Thursday,Subways,Ridership,3675448,69
12/22/2023,2023,December,Friday,Subways,Ridership,3372318,63
12/23/2023,2023,December,Saturday,Subways,Ridership,2244175,68
12/24/2023,2023,December,Sunday,Subways,Ridership,1657096,65
12/25/2023,2023,December,Monday,Subways,Ridership,1273729,50
12/26/2023,2023,December,Tuesday,Subways,Ridership,2668642,50
12/27/2023,2023,December,Wednesday,Subways,Ridership,2912007,55
12/28/2023,2023,December,Thursday,Subways,Ridership,3064841,57
12/29/2023,2023,December,Friday,Subways,Ridership,3198885,60
12/30/2023,2023,December,Saturday,Subways,Ridership,2440211,74
12/31/2023,2023,December,Sunday,Subways,Ridership,1934651,76
01/01/2023,2023,January,Sunday,Buses,Ridership,475226,52
01/02/2023,2023,January,Monday,Buses,Ridership,739507,81
01/04/2023,2023,January,Wednesday,Buses,Ridership,1391449,68
01/08/2023,2023,January,Sunday,Buses,Ridership,628612,68
01/10/2023,2023,January,Tuesday,Buses,Ridership,1412543,69
01/11/2023,2023,January,Wednesday,Buses,Ridership,1421914,69
01/15/2023,2023,January,Sunday,Buses,Ridership,621041,68
01/16/2023,2023,January,Monday,Buses,Ridership,884152,96
01/17/2023,2023,January,Tuesday,Buses,Ridership,1399573,68
01/18/2023,2023,January,Wednesday,Buses,Ridership,1449590,71
01/20/2023,2023,January,Friday,Buses,Ridership,1383181,68
01/21/2023,2023,January,Saturday,Buses,Ridership,823236,69
01/24/2023,2023,January,Tuesday,Buses,Ridership,1410676,69
01/26/2023,2023,January,Thursday,Buses,Ridership,1408545,69
01/28/2023,2023,January,Saturday,Buses,Ridership,861680,72
01/29/2023,2023,January,Sunday,Buses,Ridership,647923,71
02/01/2023,2023,February,Wednesday,Buses,Ridership,1460146,68
02/02/2023,2023,February,Thursday,Buses,Ridership,1478477,69
02/03/2023,2023,February,Friday,Buses,Ridership,1246821,58
02/04/2023,2023,February,Saturday,Buses,Ridership,598818,47
02/07/2023,2023,February,Tuesday,Buses,Ridership,1491417,69
02/08/2023,2023,February,Wednesday,Buses,Ridership,1513135,70
02/09/2023,2023,February,Thursday,Buses,Ridership,1462622,68
02/11/2023,2023,February,Saturday,Buses,Ridership,865782,68
02/12/2023,2023,February,Sunday,Buses,Ridership,659496,68
02/14/2023,2023,February,Tuesday,Buses,Ridership,1480867,69
02/15/2023,2023,February,Wednesday,Buses,Ridership,1499155,70
02/16/2023,2023,February,Thursday,Buses,Ridership,1461093,68
02/20/2023,2023,February,Monday,Buses,Ridership,929439,95
02/24/2023,2023,February,Friday,Buses,Ridership,1246797,58
02/26/2023,2023,February,Sunday,Buses,Ridership,676041,69
03/05/2023,2023,March,Sunday,Buses,Ridership,712408,72
03/08/2023,2023,March,Wednesday,Buses,Ridership,1514182,68
03/09/2023,2023,March,Thursday,Buses,Ridership,1515155,68
03/12/2023,2023,March,Sunday,Buses,Ridership,686039,69
03/16/2023,2023,March,Thursday,Buses,Ridership,1522248,68
03/18/2023,2023,March,Saturday,Buses,Ridership,921569,69
03/26/2023,2023,March,Sunday,Buses,Ridership,724870,73
03/29/2023,2023,March,Wednesday,Buses,Ridership,1521968,68
04/02/2023,2023,April,Sunday,Buses,Ridership,716880,72
04/04/2023,2023,April,Tuesday,Buses,Ridership,1519740,70
04/06/2023,2023,April,Thursday,Buses,Ridership,1264311,58
04/07/2023,2023,April,Friday,Buses,Ridership,1150222,53
04/10/2023,2023,April,Monday,Buses,Ridership,1236634,57
04/16/2023,2023,April,Sunday,Buses,Ridership,728462,73
04/18/2023,2023,April,Tuesday,Buses,Ridership,1526133,70
04/19/2023,2023,April,Wednesday,Buses,Ridership,1530452,70
04/20/2023,2023,April,Thursday,Buses,Ridership,1520258,70
04/23/2023,2023,April,Sunday,Buses,Ridership,673668,68
04/25/2023,2023,April,Tuesday,Buses,Ridership,1529162,70
04/26/2023,2023,April,Wednesday,Buses,Ridership,1531476,70
04/27/2023,2023,April,Thursday,Buses,Ridership,1506783,69
04/29/2023,2023,April,Saturday,Buses,Ridership,715608,54
04/30/2023,2023,April,Sunday,Buses,Ridership,578075,58
05/07/2023,2023,May,Sunday,Buses,Ridership,705419,73
05/14/2023,2023,May,Sunday,Buses,Ridership,690606,72
05/20/2023,2023,May,Saturday,Buses,Ridership,760830,55
05/21/2023,2023,May,Sunday,Buses,Ridership,727850,76
05/28/2023,2023,May,Sunday,Buses,Ridership,707787,73
05/29/2023,2023,May,Monday,Buses,Ridership,758893,79
06/01/2023,2023,June,Thursday,Buses,Ridership,1457503,68
06/06/2023,2023,June,Tuesday,Buses,Ridership,1474317,69
06/08/2023,2023,June,Thursday,Buses,Ridership,1216291,57
06/09/2023,2023,June,Friday,Buses,Ridership,1256670,58
06/13/2023,2023,June,Tuesday,Buses,Ridership,1500122,70
06/15/2023,2023,June,Thursday,Buses,Ridership,1475300,69
06/19/2023,2023,June,Monday,Buses,Ridership,1075747,99
06/30/2023,2023,June,Friday,Buses,Ridership,1248822,58
07/03/2023,2023,July,Monday,Buses,Ridership,1117930,54
07/04/2023,2023,July,Tuesday,Buses,Ridership,631937,58
07/16/2023,2023,July,Sunday,Buses,Ridership,583645,53
07/21/2023,2023,July,Friday,Buses,Ridership,1211839,58
08/09/2023,2023,August,Wednesday,Buses,Ridership,1369095,68
08/25/2023,2023,August,Friday,Buses,Ridership,1143010,57
09/01/2023,2023,September,Friday,Buses,Ridership,1225370,53
09/05/2023,2023,September,Tuesday,Buses,Ridership,1349438,58
09/10/2023,2023,September,Sunday,Buses,Ridership,626222,57
09/18/2023,2023,September,Monday,Buses,Ridership,1294777,56
09/23/2023,2023,September,Saturday,Buses,Ridership,682092,49
09/24/2023,2023,September,Sunday,Buses,Ridership,562224,51
09/25/2023,2023,September,Monday,Buses,Ridership,1035021,45
09/29/2023,2023,September,Friday,Buses,Ridership,1053306,45
09/30/2023,2023,September,Saturday,Buses,Ridership,789587,56
10/07/2023,2023,October,Saturday,Buses,Ridership,720734,52
10/09/2023,2023,October,Monday,Buses,Ridership,1023375,45
10/14/2023,2023,October,Saturday,Buses,Ridership,717223,52
10/15/2023,2023,October,Sunday,Buses,Ridership,689581,69
10/20/2023,2023,October,Friday,Buses,Ridership,1232782,55
10/21/2023,2023,October,Saturday,Buses,Ridership,793917,57
10/22/2023,2023,October,Sunday,Buses,Ridership,678536,68
10/30/2023,2023,October,Monday,Buses,Ridership,1314380,58
11/07/2023,2023,November,Tuesday,Buses,Ridership,1270763,58
11/10/2023,2023,November,Friday,Buses,Ridership,1250528,126
11/21/2023,2023,November,Tuesday,Buses,Ridership,1254277,57
11/22/2023,2023,November,Wednesday,Buses,Ridership,1160847,53
11/23/2023,2023,November,Thursday,Buses,Ridership,471662,47
11/24/2023,2023,November,Friday,Buses,Ridership,807221,81
11/25/2023,2023,November,Saturday,Buses,Ridership,696466,53
11/26/2023,2023,November,Sunday,Buses,Ridership,566395,57
11/27/2023,2023,November,Monday,Buses,Ridership,1253990,57
11/28/2023,2023,November,Tuesday,Buses,Ridership,1279327,58
11/29/2023,2023,November,Wednesday,Buses,Ridership,1268990,58
12/03/2023,2023,December,Sunday,Buses,Ridership,553618,57
12/10/2023,2023,December,Sunday,Buses,Ridership,539117,55
12/17/2023,2023,December,Sunday,Buses,Ridership,569005,58
12/18/2023,2023,December,Monday,Buses,Ridership,1082334,54
12/22/2023,2023,December,Friday,Buses,Ridership,1110555,55
12/23/2023,2023,December,Saturday,Buses,Ridership,708808,56
12/24/2023,2023,December,Sunday,Buses,Ridership,549448,56
12/25/2023,2023,December,Monday,Buses,Ridership,381879,39
12/26/2023,2023,December,Tuesday,Buses,Ridership,906670,45
12/27/2023,2023,December,Wednesday,Buses,Ridership,955890,48
12/28/2023,2023,December,Thursday,Buses,Ridership,969231,48
12/29/2023,2023,December,Friday,Buses,Ridership,1007697,50
12/30/2023,2023,December,Saturday,Buses,Ridership,720564,57
12/31/2023,2023,December,Sunday,Buses,Ridership,548344,56
02/21/2023,2023,February,Tuesday,Buses,Ridership,1273578,59
03/25/2023,2023,March,Saturday,Buses,Ridership,784068,59
04/14/2023,2023,April,Friday,Buses,Ridership,1294357,59
07/09/2023,2023,July,Sunday,Buses,Ridership,651953,59
07/14/2023,2023,July,Friday,Buses,Ridership,1231624,59
08/21/2023,2023,August,Monday,Buses,Ridership,1199440,59
09/08/2023,2023,September,Friday,Buses,Ridership,1365283,59
10/06/2023,2023,October,Friday,Buses,Ridership,1325428,59
10/13/2023,2023,October,Friday,Buses,Ridership,1322576,59
10/29/2023,2023,October,Sunday,Buses,Ridership,589929,59
10/31/2023,2023,October,Tuesday,Buses,Ridership,1334020,59
11/20/2023,2023,November,Monday,Buses,Ridership,1300978,59
02/17/2023,2023,February,Friday,Buses,Ridership,1315466,61
02/22/2023,2023,February,Wednesday,Buses,Ridership,1305744,61
03/13/2023,2023,March,Monday,Buses,Ridership,1377045,61
03/14/2023,2023,March,Tuesday,Buses,Ridership,1360497,61
05/27/2023,2023,May,Saturday,Buses,Ridership,848442,61
06/16/2023,2023,June,Friday,Buses,Ridership,1300751,61
06/26/2023,2023,June,Monday,Buses,Ridership,1314743,61
06/28/2023,2023,June,Wednesday,Buses,Ridership,1305832,61
06/29/2023,2023,June,Thursday,Buses,Ridership,1307649,61
07/02/2023,2023,July,Sunday,Buses,Ridership,668297,61
07/07/2023,2023,July,Friday,Buses,Ridership,1273900,61
08/04/2023,2023,August,Friday,Buses,Ridership,1241122,61
08/12/2023,2023,August,Saturday,Buses,Ridership,844749,61
08/26/2023,2023,August,Saturday,Buses,Ridership,844428,61
08/28/2023,2023,August,Monday,Buses,Ridership,1240688,61
10/16/2023,2023,October,Monday,Buses,Ridership,1381665,61
10/23/2023,2023,October,Monday,Buses,Ridership,1375311,61
11/30/2023,2023,November,Thursday,Buses,Ridership,1340370,61
12/01/2023,2023,December,Friday,Buses,Ridership,1226677,61
12/11/2023,2023,December,Monday,Buses,Ridership,1213923,61
01/05/2023,2023,January,Thursday,Buses,Ridership,1378698,67
01/07/2023,2023,January,Saturday,Buses,Ridership,806981,67
01/12/2023,2023,January,Thursday,Buses,Ridership,1364715,67
01/22/2023,2023,January,Sunday,Buses,Ridership,611151,67
01/30/2023,2023,January,Monday,Buses,Ridership,1371537,67
01/31/2023,2023,January,Tuesday,Buses,Ridership,1365926,67
02/05/2023,2023,February,Sunday,Buses,Ridership,650623,67
02/06/2023,2023,February,Monday,Buses,Ridership,1431232,67
03/01/2023,2023,March,Wednesday,Buses,Ridership,1511792,67
03/02/2023,2023,March,Thursday,Buses,Ridership,1493623,67
03/15/2023,2023,March,Wednesday,Buses,Ridership,1493605,67
03/19/2023,2023,March,Sunday,Buses,Ridership,661736,67
03/21/2023,2023,March,Tuesday,Buses,Ridership,1511670,67
03/22/2023,2023,March,Wednesday,Buses,Ridership,1509096,67
03/28/2023,2023,March,Tuesday,Buses,Ridership,1490842,67
04/03/2023,2023,April,Monday,Buses,Ridership,1475017,67
04/15/2023,2023,April,Saturday,Buses,Ridership,890050,67
04/22/2023,2023,April,Saturday,Buses,Ridership,893014,67
04/24/2023,2023,April,Monday,Buses,Ridership,1466762,67
05/03/2023,2023,May,Wednesday,Buses,Ridership,1533714,67
05/06/2023,2023,May,Saturday,Buses,Ridership,934630,67
05/09/2023,2023,May,Tuesday,Buses,Ridership,1524892,67
05/10/2023,2023,May,Wednesday,Buses,Ridership,1528140,67
05/11/2023,2023,May,Thursday,Buses,Ridership,1535264,67
05/16/2023,2023,May,Tuesday,Buses,Ridership,1519397,67
05/17/2023,2023,May,Wednesday,Buses,Ridership,1518546,67
06/05/2023,2023,June,Monday,Buses,Ridership,1432156,67
06/14/2023,2023,June,Wednesday,Buses,Ridership,1434687,67
06/20/2023,2023,June,Tuesday,Buses,Ridership,1434258,67
06/21/2023,2023,June,Wednesday,Buses,Ridership,1430476,67
07/11/2023,2023,July,Tuesday,Buses,Ridership,1381701,67
07/12/2023,2023,July,Wednesday,Buses,Ridership,1383484,67
07/26/2023,2023,July,Wednesday,Buses,Ridership,1382345,67
08/01/2023,2023,August,Tuesday,Buses,Ridership,1357252,67
08/02/2023,2023,August,Wednesday,Buses,Ridership,1359233,67
08/03/2023,2023,August,Thursday,Buses,Ridership,1350472,67
10/01/2023,2023,October,Sunday,Buses,Ridership,669243,67
12/05/2023,2023,December,Tuesday,Buses,Ridership,1346216,67
12/06/2023,2023,December,Wednesday,Buses,Ridership,1350594,67
01/03/2023,2023,January,Tuesday,Buses,Ridership,1268913,62
02/23/2023,2023,February,Thursday,Buses,Ridership,1328927,62
03/11/2023,2023,March,Saturday,Buses,Ridership,821990,62
06/17/2023,2023,June,Saturday,Buses,Ridership,872453,62
07/31/2023,2023,July,Monday,Buses,Ridership,1283835,62
08/13/2023,2023,August,Sunday,Buses,Ridership,690541,62
08/14/2023,2023,August,Monday,Buses,Ridership,1246445,62
08/19/2023,2023,August,Saturday,Buses,Ridership,856814,62
08/20/2023,2023,August,Sunday,Buses,Ridership,689829,62
09/04/2023,2023,September,Monday,Buses,Ridership,686326,62
09/07/2023,2023,September,Thursday,Buses,Ridership,1441437,62
09/28/2023,2023,September,Thursday,Buses,Ridership,1433729,62
10/02/2023,2023,October,Monday,Buses,Ridership,1390842,62
11/05/2023,2023,November,Sunday,Buses,Ridership,614666,62
11/06/2023,2023,November,Monday,Buses,Ridership,1349481,62
11/11/2023,2023,November,Saturday,Buses,Ridership,817146,62
12/15/2023,2023,December,Friday,Buses,Ridership,1246465,62
12/20/2023,2023,December,Wednesday,Buses,Ridership,1245547,62
01/09/2023,2023,January,Monday,Buses,Ridership,1353638,66
01/13/2023,2023,January,Friday,Buses,Ridership,1345748,66
01/14/2023,2023,January,Saturday,Buses,Ridership,785952,66
01/25/2023,2023,January,Wednesday,Buses,Ridership,1342717,66
01/27/2023,2023,January,Friday,Buses,Ridership,1341589,66
02/10/2023,2023,February,Friday,Buses,Ridership,1422781,66
02/19/2023,2023,February,Sunday,Buses,Ridership,639980,66
02/27/2023,2023,February,Monday,Buses,Ridership,1423292,66
03/07/2023,2023,March,Tuesday,Buses,Ridership,1490272,66
03/30/2023,2023,March,Thursday,Buses,Ridership,1486845,66
04/05/2023,2023,April,Wednesday,Buses,Ridership,1432322,66
04/08/2023,2023,April,Saturday,Buses,Ridership,882727,66
04/09/2023,2023,April,Sunday,Buses,Ridership,654259,66
04/17/2023,2023,April,Monday,Buses,Ridership,1438043,66
05/02/2023,2023,May,Tuesday,Buses,Ridership,1498566,66
05/04/2023,2023,May,Thursday,Buses,Ridership,1497427,66
05/13/2023,2023,May,Saturday,Buses,Ridership,918257,66
05/18/2023,2023,May,Thursday,Buses,Ridership,1492657,66
05/23/2023,2023,May,Tuesday,Buses,Ridership,1500973,66
05/24/2023,2023,May,Wednesday,Buses,Ridership,1499943,66
06/04/2023,2023,June,Sunday,Buses,Ridership,714218,66
07/13/2023,2023,July,Thursday,Buses,Ridership,1359302,66
07/15/2023,2023,July,Saturday,Buses,Ridership,889709,66
07/22/2023,2023,July,Saturday,Buses,Ridership,894490,66
07/23/2023,2023,July,Sunday,Buses,Ridership,723774,66
08/08/2023,2023,August,Tuesday,Buses,Ridership,1339073,66
11/19/2023,2023,November,Sunday,Buses,Ridership,657965,66
12/04/2023,2023,December,Monday,Buses,Ridership,1312507,66
12/07/2023,2023,December,Thursday,Buses,Ridership,1314833,66
12/13/2023,2023,December,Wednesday,Buses,Ridership,1314167,66
01/06/2023,2023,January,Friday,Buses,Ridership,1319595,64
02/13/2023,2023,February,Monday,Buses,Ridership,1381524,64
03/20/2023,2023,March,Monday,Buses,Ridership,1444823,64
03/27/2023,2023,March,Monday,Buses,Ridership,1426226,64
03/31/2023,2023,March,Friday,Buses,Ridership,1423686,64
05/01/2023,2023,May,Monday,Buses,Ridership,1465598,64
05/05/2023,2023,May,Friday,Buses,Ridership,1450598,64
05/08/2023,2023,May,Monday,Buses,Ridership,1460932,64
05/22/2023,2023,May,Monday,Buses,Ridership,1446015,64
05/25/2023,2023,May,Thursday,Buses,Ridership,1459601,64
06/03/2023,2023,June,Saturday,Buses,Ridership,899212,64
06/10/2023,2023,June,Saturday,Buses,Ridership,892936,64
06/11/2023,2023,June,Sunday,Buses,Ridership,695200,64
06/22/2023,2023,June,Thursday,Buses,Ridership,1367709,64
07/01/2023,2023,July,Saturday,Buses,Ridership,859295,64
07/06/2023,2023,July,Thursday,Buses,Ridership,1333630,64
07/08/2023,2023,July,Saturday,Buses,Ridership,867047,64
07/20/2023,2023,July,Thursday,Buses,Ridership,1333607,64
07/30/2023,2023,July,Sunday,Buses,Ridership,705279,64
08/05/2023,2023,August,Saturday,Buses,Ridership,879423,64
08/16/2023,2023,August,Wednesday,Buses,Ridership,1300953,64
08/27/2023,2023,August,Sunday,Buses,Ridership,702984,64
08/29/2023,2023,August,Tuesday,Buses,Ridership,1284953,64
09/13/2023,2023,September,Wednesday,Buses,Ridership,1482320,64
09/19/2023,2023,September,Tuesday,Buses,Ridership,1480863,64
09/20/2023,2023,September,Wednesday,Buses,Ridership,1478618,64
09/21/2023,2023,September,Thursday,Buses,Ridership,1478606,64
10/11/2023,2023,October,Wednesday,Buses,Ridership,1451764,64
10/12/2023,2023,October,Thursday,Buses,Ridership,1436967,64
10/17/2023,2023,October,Tuesday,Buses,Ridership,1439468,64
10/18/2023,2023,October,Wednesday,Buses,Ridership,1440292,64
10/19/2023,2023,October,Thursday,Buses,Ridership,1440111,64
10/25/2023,2023,October,Wednesday,Buses,Ridership,1443766,64
11/08/2023,2023,November,Wednesday,Buses,Ridership,1401268,64
11/12/2023,2023,November,Sunday,Buses,Ridership,642431,64
11/16/2023,2023,November,Thursday,Buses,Ridership,1391273,64
12/16/2023,2023,December,Saturday,Buses,Ridership,814457,64
12/19/2023,2023,December,Tuesday,Buses,Ridership,1275002,64
01/19/2023,2023,January,Thursday,Buses,Ridership,1327804,65
02/18/2023,2023,February,Saturday,Buses,Ridership,822505,65
03/04/2023,2023,March,Saturday,Buses,Ridership,870341,65
03/06/2023,2023,March,Monday,Buses,Ridership,1460599,65
03/23/2023,2023,March,Thursday,Buses,Ridership,1466839,65
04/28/2023,2023,April,Friday,Buses,Ridership,1424078,65
05/31/2023,2023,May,Wednesday,Buses,Ridership,1480801,65
06/02/2023,2023,June,Friday,Buses,Ridership,1399462,65
06/07/2023,2023,June,Wednesday,Buses,Ridership,1390834,65
06/12/2023,2023,June,Monday,Buses,Ridership,1394575,65
06/18/2023,2023,June,Sunday,Buses,Ridership,707615,65
06/27/2023,2023,June,Tuesday,Buses,Ridership,1391914,65
07/19/2023,2023,July,Wednesday,Buses,Ridership,1342781,65
08/06/2023,2023,August,Sunday,Buses,Ridership,715130,65
08/31/2023,2023,August,Thursday,Buses,Ridership,1315113,65
